,Employee,Education,Soft Skills,Technical Skills
0,False,-1.6275456476835264,-0.3872973154415904,-0.8062855456436766
1,False,-0.8345220778308248,-0.2105034802427829,-0.3573905624192117
2,True,0.9988533262925701,0.09750835126819837,-0.03797837941362918
3,False,1.1605802769128797,-0.49605987256264866,0.2778555374152255
4,False,-0.407206098101376,-0.3298528138893013,-0.2030339997184425
5,True,-0.09081301428830245,0.2969256746874487,0.1621195878563636
6,True,0.024026615384363355,0.5629157136397078,0.42795213762902307
7,True,1.9346810531878267,0.1262015956951722,0.7912860390461786
8,True,-0.9080656648488223,0.16919358224124847,-0.13270908857765257
9,True,-0.32196556584170444,0.1962118432396995,-0.22960964163977507
10,False,0.8745747614857378,-0.23665245621736825,0.20575466770274847
11,False,0.059580681442699145,-0.19567865994995415,-0.0016110260681480417
12,False,0.5560341124260042,-0.34269903576577065,-0.21721520251765947
13,True,0.10176276332979717,0.4350873245199215,-0.13951740468059917
14,True,0.4062560919469499,0.05663641222660462,0.3256846095383539
15,False,1.1428645822104841,-0.07224830685456467,-0.03346070796736732
16,True,-0.3115798742845127,0.22751074836616686,0.15810192426795555
17,False,-0.3340167000704361,0.01980714676997724,-0.7281007474533965
18,False,-1.5254889779068752,-0.22619229211603345,0.011872084921144693
19,True,0.10046767344518871,-0.016223124464418225,0.020974820838155037
20,True,2.0109291663686664,0.3104440545197566,-0.21254453731753578
21,False,-0.4575952001859916,-0.007974143632774024,-0.2237180881517461
22,True,0.004986560653205095,0.297429820752281,0.21260384155458967
23,False,-1.708685543088381,-0.24956490567582967,0.07553239464355593
24,True,2.3584097669331934,0.14990965205517903,0.19548561630789169
25,False,-0.5113026310187604,0.08766398398259193,-0.43688127065761784
26,True,-0.5598553873838668,0.10306090767508871,0.32346803760311094
27,False,-1.0133488224128318,0.21434098430114384,-0.37583804716287783
28,False,1.0173709408501788,-0.34149176824722527,-0.35944905827912466
29,False,-0.27830693127005895,-0.11310252689774405,0.08584172995676269
30,False,0.6733155624625847,-0.20985538262388664,0.037087802801580985
31,True,-0.5879987189214874,-0.10902615845851446,0.31082513652352134
32,True,0.16554666474344135,0.48852090421725874,-0.032726527126354696
33,False,-0.8309018610955499,-0.0005996522415365191,-0.16583363372192506
34,False,2.2262424411884227,-0.2606243055648069,-0.09073684707299012
35,True,1.6554160586154976,0.4657026301054458,0.7156369210750764
36,True,0.5260018412592664,0.2432625946036951,-0.36585403130896876
37,False,-1.4165645974798375,0.06563376842841873,-0.3986414919410678
38,True,0.2940455204771527,0.5947181966264451,-0.5661430359931593
